Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2017,A,0,Public_Service_Commision,SP_PSR_OSATIS_GOV,,PT,60.0
2024,A,0,Public_Service_Commision,SP_PSR_OSATIS_GOV,,PT,70.81
