Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2020,A,0,MOFEDIP,DC_ODA_POVG,,PT,1.68
2021,A,0,MOFEDIP,DC_ODA_POVG,,PT,2.01
2022,A,0,MOFEDIP,DC_ODA_POVG,,PT,2.3
2023,A,0,MOFEDIP,DC_ODA_POVG,,PT,1.65
2024,A,0,MOFEDIP,DC_ODA_POVG,,PT,1.48
