Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2022,A,0,MoETHI,ER_IAS_LEGIS,,BOOL,1
2023,A,0,MoETHI,ER_IAS_LEGIS,,BOOL,1
2024,A,0,MoETHI,ER_IAS_LEGIS,,BOOL,1
