Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,A,0,Zimbabwe_CivilProtection_Unit_2018,SG_DSR_LEGREG,,BOOL,1
2024,A,0,Zimbabwe_CivilProtection_Unit_2018,SG_DSR_LEGREG,,BOOL,1
