Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
2016,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
2017,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
2018,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
2019,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
2020,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
2021,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
2022,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
2023,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
2024,A,0,UNEP_WCMC,ER_PTD_MTN,,PT,87.4811
