Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,A,0,RBZ,BX_TRF_PWKR,,PT,6.0
2015,A,0,RBZ,BX_TRF_PWKR,,PT,6.27
2016,A,0,RBZ,BX_TRF_PWKR,,PT,5.36
2017,A,0,RBZ,BX_TRF_PWKR,,PT,4.67
2018,A,0,RBZ,BX_TRF_PWKR,,PT,3.8
2019,A,0,RBZ,BX_TRF_PWKR,,PT,3.58
2020,A,0,RBZ,BX_TRF_PWKR,,PT,4.5
2021,A,0,RBZ,BX_TRF_PWKR,,PT,6.03
2022,A,0,RBZ,BX_TRF_PWKR,,PT,6.01
2023,A,0,RBZ,BX_TRF_PWKR,,PT,6.14
2024,A,0,RBZ,BX_TRF_PWKR,,PT,7.33
2025,A,0,RBZ,BX_TRF_PWKR,,PT,6.72
