Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2015,A,0,MoHACH,VC_IHR_PSRC,,,NUMBER,73
2022,A,0,MoHACH,VC_IHR_PSRC,,,NUMBER,1085
2023,A,0,MoHACH,VC_IHR_PSRC,,,NUMBER,1086
2024,A,0,MoHACH,VC_IHR_PSRC,,,NUMBER,1115
2023,A,0,MoHACH,VC_IHR_PSRC,,F,NUMBER,252
2024,A,0,MoHACH,VC_IHR_PSRC,,F,NUMBER,254
2023,A,0,MoHACH,VC_IHR_PSRC,,M,NUMBER,834
2024,A,0,MoHACH,VC_IHR_PSRC,,M,NUMBER,861
