Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2020,A,0,ZERA_and_ZESA,EG_IFF_RANDN,,USD,1.6
2022,A,0,ZERA_and_ZESA,EG_IFF_RANDN,,USD,9.2
2023,A,0,ZERA_and_ZESA,EG_IFF_RANDN,,USD,5.6
2024,A,0,ZERA_and_ZESA,EG_IFF_RANDN,,USD,5.8
