Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2020,A,0,MOHCC,SH_HLF_EMED,,PT,51.0
2023,A,0,MOHCC,SH_HLF_EMED,,PT,22.0
2024,A,0,MOHCC,SH_HLF_EMED,,PT,49.11
