Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,MOFEDIP,GR_G14_GDP,,PT,17.77
2016,A,0,MOFEDIP,GR_G14_GDP,,PT,15.75
2017,A,0,MOFEDIP,GR_G14_GDP,,PT,5.62
2018,A,0,MOFEDIP,GR_G14_GDP,,PT,7.35
2019,A,0,MOFEDIP,GR_G14_GDP,,PT,10.83
2020,A,0,MOFEDIP,GR_G14_GDP,,PT,13.27
2021,A,0,MOFEDIP,GR_G14_GDP,,PT,15.35
2022,A,0,MOFEDIP,GR_G14_GDP,,PT,16.62
2023,A,0,MOFEDIP,GR_G14_GDP,,PT,14.65
2024,A,0,MOFEDIP,GR_G14_GDP,,PT,18.65
2025,A,0,MOFEDIP,GR_G14_GDP,,PT,19.16
