Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
2015,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
2016,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
2017,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
2018,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
2019,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
2020,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
2021,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
2023,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
2024,A,0,MoSYC,SL_CPA_YEMP,,BOOL,1
