Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2022,A,0,MOFEDIP,SD_XPD_MNPO,,PT,3.1
2023,A,0,MOFEDIP,SD_XPD_MNPO,,PT,1.1
