Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2023,A,0,Min_of_Agric,ER_H2O_IWRMD,,NUMBER,1500
2024,A,0,Min_of_Agric,ER_H2O_IWRMD,,NUMBER,1613
