Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2019,A,0,MOHCC,SH_TBS_INCD,,PER_100000_POP,199
2020,A,0,MOHCC,SH_TBS_INCD,,PER_100000_POP,193
2021,A,0,MOHCC,SH_TBS_INCD,,PER_100000_POP,190
2022,A,0,MOHCC,SH_TBS_INCD,,PER_100000_POP,204
2023,A,0,MOHCC,SH_TBS_INCD,,PER_100000_POP,211
