Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,FCZ,AG_LND_FRST,,PT,45.69
2016,A,0,FCZ,AG_LND_FRST,,PT,45.57
2017,A,0,FCZ,AG_LND_FRST,,PT,45.45
2018,A,0,FCZ,AG_LND_FRST,,PT,45.33
2019,A,0,FCZ,AG_LND_FRST,,PT,45.21
2020,A,0,FCZ,AG_LND_FRST,,PT,45.09
2024,A,0,FCZ,AG_LND_FRST,,PT,47.0
