Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,MOFEDIP,GF_FRN_FDI,,PT,2.0
2016,A,0,MOFEDIP,GF_FRN_FDI,,PT,1.67
2017,A,0,MOFEDIP,GF_FRN_FDI,,PT,1.41
2018,A,0,MOFEDIP,GF_FRN_FDI,,PT,3.04
2019,A,0,MOFEDIP,GF_FRN_FDI,,PT,0.96
2020,A,0,MOFEDIP,GF_FRN_FDI,,PT,0.57
2021,A,0,MOFEDIP,GF_FRN_FDI,,PT,0.86
2022,A,0,MOFEDIP,GF_FRN_FDI,,PT,1.03
2023,A,0,MOFEDIP,GF_FRN_FDI,,PT,1.6
2024,A,0,MOFEDIP,GF_FRN_FDI,,PT,1.33
2025,A,0,MOFEDIP,GF_FRN_FDI,,PT,1.35
