Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2017,A,0,Zimstat_ICDS_2017,SE_ADT_FUNS,,,,PT,94.3
2024,A,0,Zimstat_ICDS_2017,SE_ADT_FUNS,,,,PT,75.0
2019,A,0,ZDHS_2023_24,SE_ADT_FUNS,,F,Y15T49,PT,92.1
2024,A,0,ZDHS_2023_24,SE_ADT_FUNS,,F,Y15T49,PT,93.5
2019,A,0,ZDHS_2023_24,SE_ADT_FUNS,,M,Y15T49,PT,89.4
2024,A,0,ZDHS_2023_24,SE_ADT_FUNS,,M,Y15T49,PT,92.7
