Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2024,A,0,Zimstat_MICS_2019,VC_VOV_DCMN,,,PT,1.0
2019,A,0,Zimstat_MICS_2019,VC_VOV_DCMN,,F,PT,25.2
2034,A,0,Zimstat_MICS_2019,VC_VOV_DCMN,,F,PT,25.2
2019,A,0,Zimstat_MICS_2019,VC_VOV_DCMN,,M,PT,25.9
2035,A,0,Zimstat_MICS_2019,VC_VOV_DCMN,,M,PT,25.9
