Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,Value
2015,A,0,ZDHS_2023_24,SH_STA_WAST,,,,PT,8.4
2024,A,0,ZDHS_2023_24,SH_STA_WAST,,,,PT,1.5
2024,A,0,ZDHS_2023_24,SH_STA_WAST,,,R,PT,1.8
2024,A,0,ZDHS_2023_24,SH_STA_WAST,,,U,PT,1.0
2024,A,0,ZDHS_2023_24,SH_STA_WAST,,F,,PT,1.4
2024,A,0,ZDHS_2023_24,SH_STA_WAST,,M,,PT,1.7
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_BA,,,PT,2.3
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_HA,,,PT,0.0
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_MA,,,PT,0.8
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_MC,,,PT,0.4
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_ME,,,PT,1.4
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_MI,,,PT,2.0
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_MN,,,PT,2.8
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_MS,,,PT,0.9
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_MV,,,PT,3.0
2024,A,0,ZDHS_2023_24,SH_STA_WAST,ZW_MW,,,PT,2.5
