Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,A,0,Zimstat_ICT_Survey_2014,IT_MOB_2GNTWK,,PT,96
2033,A,0,Zimstat_ICT_Survey_2014,IT_MOB_2GNTWK,,PT,96
