Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2020,A,0,Zimstat_MICS_2019,DC_TOF_HLTHNT,,USD,368.9
2021,A,0,Zimstat_MICS_2019,DC_TOF_HLTHNT,,USD,472.2
2022,A,0,Zimstat_MICS_2019,DC_TOF_HLTHNT,,USD,565.5
2023,A,0,Zimstat_MICS_2019,DC_TOF_HLTHNT,,USD,398.0
2024,A,0,Zimstat_MICS_2019,DC_TOF_HLTHNT,,USD,441.4
