Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2022,A,0,MOHCC,SH_MED_DEN,,PT,23
2022,A,0,MOHCC,SH_MED_HWRKDIS,,PT,23
