Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2023,A,0,Drug_and_Substance_abuse_reports_surveys,SH_SUD_TREAT,,NUMBER,5147
2024,A,0,Drug_and_Substance_abuse_reports_surveys,SH_SUD_TREAT,,NUMBER,7437
