Value,Disaggregation combinations using this value,Number of indicators
M12T23,26,1
M24T35,25,1
Y0T15,1,1
Y0T17,3,1
Y0T4,1,1
Y10T14,3,1
Y15T19,3,1
Y15T24,38,3
Y15T49,33,6
Y15T64,1,1
Y20T24,1,1
Y5T17,1,1
Y_GE15,5,3
Y_GE25,3,1
Y_GE65,1,1
