Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2024,A,0,ZDHS_2023_24,VC_VAW_NONMARR,,F,Y15T49,PT,0.1
