Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2024,A,0,PARLIAMENT,SG_DMK_JDC_CNS,,,NUMBER,359
2024,A,0,PARLIAMENT,SG_DMK_JDC_CNS,,F,PT,35
2024,A,0,PARLIAMENT,SG_DMK_JDC_CNS,,M,PT,65
