Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,AGE,URBANISATION,UNIT_MEASURE,Value
2021,A,0,2021_Child_Poverty_in_Zimbabwe,SD_MDP_CSMP,,Y0T17,,PT,60.7
2021,A,0,2021_Child_Poverty_in_Zimbabwe,SD_MDP_CSMP,,Y0T17,R,PT,37.6
2021,A,0,2021_Child_Poverty_in_Zimbabwe,SD_MDP_CSMP,,Y0T17,U,PT,69.2
