Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,UNDP_MECW,EN_ATM_GHGT_NAIP,,PT,29.86
2016,A,0,UNDP_MECW,EN_ATM_GHGT_NAIP,,PT,30.24
2017,A,0,UNDP_MECW,EN_ATM_GHGT_NAIP,,PT,30.62
2023,A,0,UNDP_MECW,EN_ATM_GHGT_NAIP,,PT,37.98
