Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2019,A,0,Zimstat_MICS_2019,SE_ADT_ACTS,,F,Y15T24,PT,14.7
2019,A,0,Zimstat_MICS_2019,SE_ADT_ACTS,,F,Y15T49,PT,13.1
2019,A,0,Zimstat_MICS_2019,SE_ADT_ACTS,,M,Y15T24,PT,21.6
2019,A,0,Zimstat_MICS_2019,SE_ADT_ACTS,,M,Y15T49,PT,22.3
