Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2019,A,0,Global_SDG_Report,SP_TRN_PUBL,,PT,28
2020,A,0,Global_SDG_Report,SP_TRN_PUBL,,PT,32
2021,A,0,Global_SDG_Report,SP_TRN_PUBL,,PT,35
2022,A,0,Global_SDG_Report,SP_TRN_PUBL,,PT,46
