Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2023,A,0,Minutes_of_meetings_Workshop_Reports_Master_and_Local_Plans_Documents,SG_URB_CSPART,,PT,80
2024,A,0,Minutes_of_meetings_Workshop_Reports_Master_and_Local_Plans_Documents,SG_URB_CSPART,,PT,90
